t(s)	Current(A)
12983	0.000738
12998	0.000738
13000	0.000738
13015	0.000738
13030	0.000738
13045	0.000738
13060	0.000738
13075	0.000738
13090	0.000738
13105	0.000738
13120	0.000738
13135	0.000738
13150	0.000738
13165	0.000738
13180	0.000738
13195	0.000738
13210	0.000738
13225	0.000738
13240	0.000738
13255	0.000738
13270	0.000738
13285	0.000738
13300	0.000738
13315	0.000738
13330	0.000738
13345	0.000738
13360	0.000738
13375	0.000738
13390	0.000738
13405	0.000738
13420	0.000738
13435	0.000738
13450	0.000738
13465	0.000738
13480	0.000738
13495	0.000738
13510	0.000738
13525	0.000738
13540	0.000738
13555	0.000738
13570	0.000738
13585	0.000738
13600	0.000738
13615	0.000738
13630	0.000738
13645	0.000738
13660	0.000738
13675	0.000738
13690	0.000738
13705	0.000738
13720	0.000738
13735	0.000738
13750	0.000738
13765	0.000738
13780	0.000738
13795	0.000738
13810	0.000738
13825	0.000738
13840	0.000738
13855	0.000738
13870	0.000738
13885	0.000738
13900	0.000738
13915	0.000738
13930	0.000738
13945	0.000738
13960	0.000738
13975	0.000738
13990	0.000738
14000	0.000738
14015	0.000738
14030	0.000738
14045	0.000738
14060	0.000738
14075	0.000738
14090	0.000738
14105	0.000738
14120	0.000738
14135	0.000738
14150	0.000738
14165	0.000738
14180	0.000738
14195	0.000738
14210	0.000738
14225	0.000738
14240	0.000738
14255	0.000738
14270	0.000738
14285	0.000738
14300	0.000738
14315	0.000738
14330	0.000738
14345	0.000738
14360	0.000738
14375	0.000738
14390	0.000738
14405	0.000738
14420	0.000738
14435	0.000738
14450	0.000738
14465	0.000738
14480	0.000738
14495	0.000738
14510	0.000738
14525	0.000738
14540	0.000738
14555	0.000738
14570	0.000738
14585	0.000738
14600	0.000738
14615	0.000738
14630	0.000738
14645	0.000738
14660	0.000738
14675	0.000738
14690	0.000738
14705	0.000738
14720	0.000738
14735	0.000738
14750	0.000738
14765	0.000738
14780	0.000738
14795	0.000738
14810	0.000738
14825	0.000738
14840	0.000738
14855	0.000738
14870	0.000738
14885	0.000738
14900	0.000738
14915	0.000738
14930	0.000738
14945	0.000738
14960	0.000738
14975	0.000738
14990	0.000738
15000	0.000738
15015	0.000738
15030	0.000738
15045	0.000738
15060	0.000738
15075	0.000738
15090	0.000738
15105	0.000738
15120	0.000738
15135	0.000738
15150	0.000738
15165	0.000738
15180	0.000738
15195	0.000738
15210	0.000738
15225	0.000738
15240	0.000738
15255	0.000738
15270	0.000738
15285	0.000738
15300	0.000738
15315	0.000738
15330	0.000738
15345	0.000738
15360	0.000738
15375	0.000738
15390	0.000738
15405	0.000738
15420	0.000738
15435	0.000738
15450	0.000738
15465	0.000738
15480	0.000738
15495	0.000738
15510	0.000738
15525	0.000738
15540	0.000738
15555	0.000738
15570	0.000738
15585	0.000738
15600	0.000738
15615	0.000738
15630	0.000738
15645	0.000738
15660	0.000738
15675	0.000738
15690	0.000738
15705	0.000738
15720	0.000738
15735	0.000738
15750	0.000738
15765	0.000738
15780	0.000738
15795	0.000738
15810	0.000738
15825	0.000738
15840	0.000738
15855	0.000738
15870	0.000738
15885	0.000738
15900	0.000738
15915	0.000738
15930	0.000738
15945	0.000738
15960	0.000738
15975	0.000738
15990	0.000738
16000	0.000738
16015	0.000738
16030	0.000738
16045	0.000738
16060	0.000738
16075	0.000738
16090	0.000738
16105	0.000738
16120	0.000738
16135	0.000738
16150	0.000738
16165	0.000738
16180	0.000738
16195	0.000738
16210	0.000738
16225	0.000738
16240	0.000738
16255	0.000738
16270	0.000738
16285	0.000738
16300	0.000738
16315	0.000738
16330	0.000738
16345	0.000738
16360	0.000738
16375	0.000738
16390	0.000738
16405	0.000738
16420	0.000738
16435	0.000738
16450	0.000738
16465	0.000738
16480	0.000738
16495	0.000738
16510	0.000738
16525	0.000738
16540	0.000738
16555	0.000738
16570	0.000738
16585	0.000738
16600	0.000738
16615	0.000738
16630	0.000738
16645	0.000738
16660	0.000738
16675	0.000738
16690	0.000738
16705	0.000738
16720	0.000738
16735	0.000738
16750	0.000738
16765	0.000738
16780	0.000738
16795	0.000738
16810	0.000738
16825	0.000738
16840	0.000738
16855	0.000738
16870	0.000738
16885	0.000738
16900	0.000738
16915	0.000738
16930	0.000738
16945	0.000738
16960	0.000738
16975	0.000738
16990	0.000738
17000	0.000738
17015	0.000738
17030	0.000738
17045	0.000738
17060	0.000738
17075	0.000738
17090	0.000738
17105	0.000738
17120	0.000738
17135	0.000738
17150	0.000738
17165	0.000738
17180	0.000738
17195	0.000738
17210	0.000738
17225	0.000738
17240	0.000738
17255	0.000738
17270	0.000738
17285	0.000738
17300	0.000738
17315	0.000738
17330	0.000738
17345	0.000738
17360	0.000738
17375	0.000738
17390	0.000738
17405	0.000738
17420	0.000738
17435	0.000738
17450	0.000738
17465	0.000738
17480	0.000738
17495	0.000738
17510	0.000738
17525	0.000738
17540	0.000738
17555	0.000738
17570	0.000738
17585	0.000738
17600	0.000738
17615	0.000738
17630	0.000738
17645	0.000738
17660	0.000738
17675	0.000738
17690	0.000738
17705	0.000738
17720	0.000738
17735	0.000738
17750	0.000738
17765	0.000738
17780	0.000738
17795	0.000738
17810	0.000738
17825	0.000738
17840	0.000738
17855	0.000738
17870	0.000738
17885	0.000738
17900	0.000738
17915	0.000738
17930	0.000738
17945	0.000738
17960	0.000738
17975	0.000738
17990	0.000738
18000	0.000738
18015	0.000738
18030	0.000738
18045	0.000738
18060	0.000738
18075	0.000738
18090	0.000738
18105	0.000738
18120	0.000738
18135	0.000738
18150	0.000738
18165	0.000738
18180	0.000738
18195	0.000738
18210	0.000738
18225	0.000738
18240	0.000738
18255	0.000738
18270	0.000738
18285	0.000738
18300	0.000738
18315	0.000738
18330	0.000738
18345	0.000738
18360	0.000738
18375	0.000738
18390	0.000738
18405	0.000738
18420	0.000738
18435	0.000738
18450	0.000738
18465	0.000738
18480	0.000738
18495	0.000738
18510	0.000738
18525	0.000738
18540	0.000738
18555	0.000738
18570	0.000738
18585	0.000738
18600	0.000738
18615	0.000738
18630	0.000738
18645	0.000738
18660	0.000738
18675	0.000738
18690	0.000738
18705	0.000738
18720	0.000738
18735	0.000738
18750	0.000738
18765	0.000738
18780	0.000738
18795	0.000738
18810	0.000738
18825	0.000738
18840	0.000738
18855	0.000738
18870	0.000738
18885	0.000738
18900	0.000738
18915	0.000738
18930	0.000738
18945	0.000738
18960	0.000738
18975	0.000738
18990	0.000738
19000	0.000738
19015	0.000738
19030	0.000738
19045	0.000738
19060	0.000738
19075	0.000738
19090	0.000738
19105	0.000738
19120	0.000738
19135	0.000738
19150	0.000738
19165	0.000738
19180	0.000738
19195	0.000738
19210	0.000738
19225	0.000738
19240	0.000738
19255	0.000738
19270	0.000738
19285	0.000738
19300	0.000738
19315	0.000738
19330	0.000738
19345	0.000738
19360	0.000738
19375	0.000738
19390	0.000738
19405	0.000738
19420	0.000738
19435	0.000738
19450	0.000738
19465	0.000738
19480	0.000738
19495	0.000738
19510	0.000738
19525	0.000738
19540	0.000738
19555	0.000738
19570	0.000738
19585	0.000738
19600	0.000738
19615	0.000738
19630	0.000738
19645	0.000738
19660	0.000738
19675	0.000738
19690	0.000738
19705	0.000738
19720	0.000738
19735	0.000738
19750	0.000738
19765	0.000738
19780	0.000738
19795	0.000738
19810	0.000738
19825	0.000738
19840	0.000738
19855	0.000738
19870	0.000738
19885	0.000738
19900	0.000738
19915	0.000738
19930	0.000738
19945	0.000738
19960	0.000738
19975	0.000738
19990	0.000738
20000	0.000738
20015	0.000738
20030	0.000738
20045	0.000738
20060	0.000738
20075	0.000738
20090	0.000738
20105	0.000738
20120	0.000738
20135	0.000738
20150	0.000738
20165	0.000738
20180	0.000738
20195	0.000738
20210	0.000738
20225	0.000738
20240	0.000738
20255	0.000738
20270	0.000738
20285	0.000738
20300	0.000738
20315	0.000738
20330	0.000738
20345	0.000738
20360	0.000738
20375	0.000738
20390	0.000738
20405	0.000738
20420	0.000738
20435	0.000738
20450	0.000738
20465	0.000738
20480	0.000738
20495	0.000738
20510	0.000738
20525	0.000738
20540	0.000738
20555	0.000738
20570	0.000738
20585	0.000738
20600	0.000738
20615	0.000738
20630	0.000738
20645	0.000738
20660	0.000738
20675	0.000738
20690	0.000738
20705	0.000738
20720	0.000738
20735	0.000738
20750	0.000738
20765	0.000738
20780	0.000738
20795	0.000738
20810	0.000738
20825	0.000738
20840	0.000738
20855	0.000738
20870	0.000738
20885	0.000738
20900	0.000738
20915	0.000738
20930	0.000738
20945	0.000738
20960	0.000738
20975	0.000738
20990	0.000738
21000	0.000738
21015	0.000738
21030	0.000738
21045	0.000738
21060	0.000738
21075	0.000738
21090	0.000738
21105	0.000738
21120	0.000738
21135	0.000738
21150	0.000738
21165	0.000738
21180	0.000738
21195	0.000738
21210	0.000738
21225	0.000738
21240	0.000738
21255	0.000738
21270	0.000738
21285	0.000738
21300	0.000738
21315	0.000738
21330	0.000738
21345	0.000738
21360	0.000738
21375	0.000738
21390	0.000738
21405	0.000738
21420	0.000738
21435	0.000738
21450	0.000738
21465	0.000738
21480	0.000738
21495	0.000738
21510	0.000738
21525	0.000738
21540	0.000738
21555	0.000738
21570	0.000738
21585	0.000738
21600	0.000738
21615	0.000738
21630	0.000738
21645	0.000738
21660	0.000738
21675	0.000738
21690	0.000738
21705	0.000738
21720	0.000738
21735	0.000738
21750	0.000738
21765	0.000738
21780	0.000738
21795	0.000738
21810	0.000738
21825	0.000738
21840	0.000738
21855	0.000738
21870	0.000738
21885	0.000738
21900	0.000738
21915	0.000738
21930	0.000738
21945	0.000738
21960	0.000738
21975	0.000738
21990	0.000738
22000	0.000738
22015	0.000738
22030	0.000738
22045	0.000738
22060	0.000738
22075	0.000738
22090	0.000738
22105	0.000738
22120	0.000738
22135	0.000738
22150	0.000738
22165	0.000738
22180	0.000738
22195	0.000738
22210	0.000738
22225	0.000738
22240	0.000738
22255	0.000738
22270	0.000738
22285	0.000738
22300	0.000738
22315	0.000738
22330	0.000738
22345	0.000738
22360	0.000738
22375	0.000738
22390	0.000738
22405	0.000738
22420	0.000738
22435	0.000738
22450	0.000738
22465	0.000738
22480	0.000738
22495	0.000738
22510	0.000738
22525	0.000738
22540	0.000738
22555	0.000738
22570	0.000738
22585	0.000738
22600	0.000738
22615	0.000738
22630	0.000738
22645	0.000738
22660	0.000738
22675	0.000738
22690	0.000738
22705	0.000738
22720	0.000738
22735	0.000738
22750	0.000738
22765	0.000738
22780	0.000738
22795	0.000738
22810	0.000738
22825	0.000738
22840	0.000738
22855	0.000738
22870	0.000738
22885	0.000738
22900	0.000738
22915	0.000738
22930	0.000738
22945	0.000738
22960	0.000738
22975	0.000738
22990	0.000738
23000	0.000738
23015	0.000738
23030	0.000738
23045	0.000738
23060	0.000738
23075	0.000738
23090	0.000738
23105	0.000738
23120	0.000738
23135	0.000738
23150	0.000738
23165	0.000738
23180	0.000738
23195	0.000738
23210	0.000738
23225	0.000738
23240	0.000738
23255	0.000738
23270	0.000738
23285	0.000738
23300	0.000738
23315	0.000738
23330	0.000738
23345	0.000738
23360	0.000738
23375	0.000738
23390	0.000738
23405	0.000738
23420	0.000738
23435	0.000738
23450	0.000738
23465	0.000738
23480	0.000738
23495	0.000738
23510	0.000738
23525	0.000738
23540	0.000738
23555	0.000738
23570	0.000738
23585	0.000738
23600	0.000738
23615	0.000738
23630	0.000738
23645	0.000738
23660	0.000738
23675	0.000738
23690	0.000738
23705	0.000738
23720	0.000738
23735	0.000738
23750	0.000738
23765	0.000738
23780	0.000738
23795	0.000738
23810	0.000738
23825	0.000738
23840	0.000738
23855	0.000738
23870	0.000738
23885	0.000738
23900	0.000738
23915	0.000738
23930	0.000738
23945	0.000738
23960	0.000738
23975	0.000738
23990	0.000738
24000	0.000738
24015	0.000738
24030	0.000738
24045	0.000738
24060	0.000738
24075	0.000738
24090	0.000738
24105	0.000738
24120	0.000738
24135	0.000738
24150	0.000738
24165	0.000738
24180	0.000738
24195	0.000738
24210	0.000738
24225	0.000738
24240	0.000738
24255	0.000738
24270	0.000738
24285	0.000738
24300	0.000738
24315	0.000738
24330	0.000738
24345	0.000738
24360	0.000738
24375	0.000738
24390	0.000738
24405	0.000738
24420	0.000738
24435	0.000738
24450	0.000738
24465	0.000738
24480	0.000738
24495	0.000738
24510	0.000738
24525	0.000738
24540	0.000738
24555	0.000738
24570	0.000738
24585	0.000738
24600	0.000738
24615	0.000738
24630	0.000738
24645	0.000738
24660	0.000738
24675	0.000738
24690	0.000738
24705	0.000738
24720	0.000738
24735	0.000738
24750	0.000738
24765	0.000738
24780	0.000738
24795	0.000738
24810	0.000738
24825	0.000738
24840	0.000738
24855	0.000738
24870	0.000738
24885	0.000738
24900	0.000738
24915	0.000738
24930	0.000738
24945	0.000738
24960	0.000738
24975	0.000738
24990	0.000738
25000	0.000738
25015	0.000738
25030	0.000738
25045	0.000738
25060	0.000738
25075	0.000738
25090	0.000738
25105	0.000738
25120	0.000738
25135	0.000738
25150	0.000738
25165	0.000738
25180	0.000738
25195	0.000738
25210	0.000738
25225	0.000738
25240	0.000738
25255	0.000738
25270	0.000738
25285	0.000738
25300	0.000738
25315	0.000738
25330	0.000738
25345	0.000738
25360	0.000738
25375	0.000738
25390	0.000738
25405	0.000738
25420	0.000738
25435	0.000738
25450	0.000738
25465	0.000738
25480	0.000738
25495	0.000738
25510	0.000738
25525	0.000738
25540	0.000738
25555	0.000738
25570	0.000738
25585	0.000738
25600	0.000738
25615	0.000738
25630	0.000738
25645	0.000738
25660	0.000738
25675	0.000738
25690	0.000738
25705	0.000738
25720	0.000738
25735	0.000738
25750	0.000738
25765	0.000738
25780	0.000738
25795	0.000738
25810	0.000738
25825	0.000738
25840	0.000738
25855	0.000738
25870	0.000738
25885	0.000738
25900	0.000738
25915	0.000738
25930	0.000738
25945	0.000738
25960	0.000738
25975	0.000738
25990	0.000738
26000	0.000738
26015	0.000738
26030	0.000738
26045	0.000738
26060	0.000738
26075	0.000738
26090	0.000738
26105	0.000738
26120	0.000738
26135	0.000738
26150	0.000738
26165	0.000738
26180	0.000738
26195	0.000738
26210	0.000738
26225	0.000738
26240	0.000738
26255	0.000738
26270	0.000738
26285	0.000738
26300	0.000738
26315	0.000738
26330	0.000738
26345	0.000738
26360	0.000738
26375	0.000738
26390	0.000738
26405	0.000738
26420	0.000738
26435	0.000738
26450	0.000738
26465	0.000738
26480	0.000738
26495	0.000738
26510	0.000738
26525	0.000738
26540	0.000738
26555	0.000738
26570	0.000738
26585	0.000738
26600	0.000738
26615	0.000738
26630	0.000738
26645	0.000738
26660	0.000738
26675	0.000738
26690	0.000738
26705	0.000738
26720	0.000738
26735	0.000738
26750	0.000738
26765	0.000738
26780	0.000738
26795	0.000738
26810	0.000738
26825	0.000738
26840	0.000738
26855	0.000738
26870	0.000738
26885	0.000738
26900	0.000738
26915	0.000738
26930	0.000738
26945	0.000738
26960	0.000738
26975	0.000738
26990	0.000738
27000	0.000738
27015	0.000738
27030	0.000738
27045	0.000738
27060	0.000738
27075	0.000738
27090	0.000738
27105	0.000738
27120	0.000738
27135	0.000738
27150	0.000738
27165	0.000738
27180	0.000738
27195	0.000738
27210	0.000738
27225	0.000738
27240	0.000738
27255	0.000738
27270	0.000738
27285	0.000738
27300	0.000738
27315	0.000738
27330	0.000738
27345	0.000738
27360	0.000738
27375	0.000738
27390	0.000738
27405	0.000738
27420	0.000738
27435	0.000738
27450	0.000738
27465	0.000738
27480	0.000738
27495	0.000738
27510	0.000738
27525	0.000738
27540	0.000738
27555	0.000738
27570	0.000738
27585	0.000738
27600	0.000738
27615	0.000738
27630	0.000738
27645	0.000738
27660	0.000738
27675	0.000738
27690	0.000738
27705	0.000738
27720	0.000738
27735	0.000738
27750	0.000738
27765	0.000738
27780	0.000738
27795	0.000738
27810	0.000738
27825	0.000738
27840	0.000738
27855	0.000738
27870	0.000738
27885	0.000738
27900	0.000738
27915	0.000738
27930	0.000738
27945	0.000738
27960	0.000738
27975	0.000738
27990	0.000738
28000	0.000738
28015	0.000738
28030	0.000738
28045	0.000738
28060	0.000738
28075	0.000738
28090	0.000738
28105	0.000738
28120	0.000738
28135	0.000738
28150	0.000738
28165	0.000738
28180	0.000738
28195	0.000738
28210	0.000738
28225	0.000738
28240	0.000738
28255	0.000738
28270	0.000738
28285	0.000738
28300	0.000738
28315	0.000738
28330	0.000738
28345	0.000738
28360	0.000738
28375	0.000738
28390	0.000738
28405	0.000738
28420	0.000738
28435	0.000738
28450	0.000738
28465	0.000738
28480	0.000738
28495	0.000738
28510	0.000738
28525	0.000738
28540	0.000738
28555	0.000738
28570	0.000738
28585	0.000738
28600	0.000738
28615	0.000738
28630	0.000738
28645	0.000738
28660	0.000738
28675	0.000738
28690	0.000738
28705	0.000738
28720	0.000738
28735	0.000738
28750	0.000738
28765	0.000738
28780	0.000738
28795	0.000738
28810	0.000738
28825	0.000738
28840	0.000738
28855	0.000738
28870	0.000738
28885	0.000738
28900	0.000738
28915	0.000738
28930	0.000738
28945	0.000738
28960	0.000738
28975	0.000738
28990	0.000738
29000	0.000738
29015	0.000738
29030	0.000738
29045	0.000738
29060	0.000738
29075	0.000738
29090	0.000738
29105	0.000738
29120	0.000738
29135	0.000738
29150	0.000738
29165	0.000738
29180	0.000738
29195	0.000738
29210	0.000738
29225	0.000738
29240	0.000738
29255	0.000738
29270	0.000738
29285	0.000738
29300	0.000738
29315	0.000738
29330	0.000738
29345	0.000738
29360	0.000738
29375	0.000738
29390	0.000738
29405	0.000738
29420	0.000738
29435	0.000738
29450	0.000738
29465	0.000738
29480	0.000738
29495	0.000738
29510	0.000738
29525	0.000738
29540	0.000738
29555	0.000738
29570	0.000738
29585	0.000738
29600	0.000738
29615	0.000738
29630	0.000738
29645	0.000738
29660	0.000738
29675	0.000738
29690	0.000738
29705	0.000738
29720	0.000738
29735	0.000738
29750	0.000738
29765	0.000738
29780	0.000738
29795	0.000738
29810	0.000738
29825	0.000738
29840	0.000738
29855	0.000738
29870	0.000738
29885	0.000738
29900	0.000738
29915	0.000738
29930	0.000738
29945	0.000738
29960	0.000738
29975	0.000738
29990	0.000738
30000	0.000738
30015	0.000738
30030	0.000738
30045	0.000738
30060	0.000738
30075	0.000738
30090	0.000738
30105	0.000738
30120	0.000738
30135	0.000738
30150	0.000738
30165	0.000738
30180	0.000738
30195	0.000738
30210	0.000738
30225	0.000738
30240	0.000738
30255	0.000738
30270	0.000738
30285	0.000738
30300	0.000738
30315	0.000738
30330	0.000738
30345	0.000738
30360	0.000738
30375	0.000738
30390	0.000738
30405	0.000738
30420	0.000738
30435	0.000738
30450	0.000738
30465	0.000738
30480	0.000738
30495	0.000738
30510	0.000738
30525	0.000738
30540	0.000738
30555	0.000738
30570	0.000738
30585	0.000738
30600	0.000738
30615	0.000738
30630	0.000738
30645	0.000738
30660	0.000738
30675	0.000738
30690	0.000738
30705	0.000738
30720	0.000738
30735	0.000738
30750	0.000738
30765	0.000738
30780	0.000738
30795	0.000738
30810	0.000738
30825	0.000738
30840	0.000738
30855	0.000738
30870	0.000738
30885	0.000738
30900	0.000738
30915	0.000738
30930	0.000738
30945	0.000738
30960	0.000738
30975	0.000738
30990	0.000738
31000	0.000738
31015	0.000738
31030	0.000738
31045	0.000738
31060	0.000738
31075	0.000738
31090	0.000738
31105	0.000738
31120	0.000738
31135	0.000738
31150	0.000738
31165	0.000738
31180	0.000738
31195	0.000738
31210	0.000738
31225	0.000738
31240	0.000738
31255	0.000738
31270	0.000738
31285	0.000738
31300	0.000738
31315	0.000738
31330	0.000738
31345	0.000738
31360	0.000738
31375	0.000738
31390	0.000738
31405	0.000738
31420	0.000738
31435	0.000738
31450	0.000738
31465	0.000738
31480	0.000738
31495	0.000738
31510	0.000738
31525	0.000738
31540	0.000738
31555	0.000738
31570	0.000738
31585	0.000738
31600	0.000738
31615	0.000738
31630	0.000738
31645	0.000738
31660	0.000738
31675	0.000738
31690	0.000738
31705	0.000738
31720	0.000738
31735	0.000738
31750	0.000738
31765	0.000738
31780	0.000738
31795	0.000738
31810	0.000738
31825	0.000738
31840	0.000738
31855	0.000738
31870	0.000738
31885	0.000738
31900	0.000738
31915	0.000738
31930	0.000738
31945	0.000738
31960	0.000738
31975	0.000738
31990	0.000738
32000	0.000738
32015	0.000738
32030	0.000738
32045	0.000738
32060	0.000738
32075	0.000738
32090	0.000738
32105	0.000738
32120	0.000738
32135	0.000738
32150	0.000738
32165	0.000738
32180	0.000738
32195	0.000738
32210	0.000738
32225	0.000738
32240	0.000738
32255	0.000738
32270	0.000738
32285	0.000738
32300	0.000738
32315	0.000738
32330	0.000738
32345	0.000738
32360	0.000738
32375	0.000738
32390	0.000738
32405	0.000738
32420	0.000738
32435	0.000738
32450	0.000738
32465	0.000738
32480	0.000738
32495	0.000738
32510	0.000738
32525	0.000738
32540	0.000738
32555	0.000738
32570	0.000738
32585	0.000738
32600	0.000738
32615	0.000738
32630	0.000738
32645	0.000738
32660	0.000738
32675	0.000738
32690	0.000738
32705	0.000738
32720	0.000738
32735	0.000738
32750	0.000738
32765	0.000738
32780	0.000738
32795	0.000738
32810	0.000738
32825	0.000738
32840	0.000738
32855	0.000738
32870	0.000738
32885	0.000738
32900	0.000738
32915	0.000738
32930	0.000738
32945	0.000738
32960	0.000738
32975	0.000738
32990	0.000738
33000	0.000738
33015	0.000738
33030	0.000738
33045	0.000738
33060	0.000738
33075	0.000738
33090	0.000738
33105	0.000738
33120	0.000738
33135	0.000738
33150	0.000738
33165	0.000738
33180	0.000738
33195	0.000738
33210	0.000738
33225	0.000738
33240	0.000738
33255	0.000738
33270	0.000738
33285	0.000738
33300	0.000738
33315	0.000738
33330	0.000738
33345	0.000738
33360	0.000738
33375	0.000738
33390	0.000738
33405	0.000738
33420	0.000738
33435	0.000738
33450	0.000738
33465	0.000738
33480	0.000738
33495	0.000738
33510	0.000738
33525	0.000738
33540	0.000738
33555	0.000738
33570	0.000738
33585	0.000738
33600	0.000738
33615	0.000738
33630	0.000738
33645	0.000738
33660	0.000738
33675	0.000738
33690	0.000738
33705	0.000738
33720	0.000738
33735	0.000738
33750	0.000738
33765	0.000738
33780	0.000738
33795	0.000738
33810	0.000738
33825	0.000738
33840	0.000738
33855	0.000738
33870	0.000738
33885	0.000738
33900	0.000738
33915	0.000738
33930	0.000738
33945	0.000738
33960	0.000738
33975	0.000738
33990	0.000738
34000	0.000738
34015	0.000738
34030	0.000738
34045	0.000738
34060	0.000738
34075	0.000738
34090	0.000738
34105	0.000738
34120	0.000738
34135	0.000738
