x	t=0	t=1000	t=2000	t=3000	t=4000	t=5000	t=6000	t=7000	t=8000	t=9000	t=10000	t=11000	t=12000	t=13000	t=14000	t=15000	t=16000	t=17000	t=18000	t=19000	t=20000	t=21000	t=22000	t=23000	t=24000	t=25000	t=26000	t=27000	t=28000	t=29000	t=30000	t=31000	t=32000	t=33000	t=34000	t=34135
7.58895	1000	979.096	979.081	979.067	979.053	979.041	979.031	979.022	979.016	979.013	979.013	979.016	979.02	979.022	979.02	979.017	979.011	979.003	978.995	978.99	978.99	978.999	979.013	979.025	979.03	979.029	979.024	979.017	979.01	979.005	979.005	979.013	979.036	979.123	978.877	978.87
8.22053	1000	979.442	979.427	979.413	979.4	979.388	979.377	979.368	979.362	979.359	979.359	979.362	979.366	979.368	979.367	979.363	979.357	979.349	979.342	979.336	979.336	979.345	979.36	979.371	979.376	979.375	979.37	979.363	979.356	979.351	979.351	979.359	979.382	979.47	979.223	979.216
8.85211	1000	979.788	979.773	979.759	979.746	979.734	979.723	979.715	979.708	979.705	979.706	979.709	979.712	979.714	979.713	979.709	979.703	979.695	979.688	979.683	979.683	979.692	979.706	979.718	979.723	979.722	979.717	979.71	979.703	979.697	979.697	979.705	979.728	979.816	979.569	979.562
9.48368	1000	980.135	980.12	980.106	980.093	980.081	980.07	980.061	980.055	980.052	980.052	980.055	980.059	980.061	980.06	980.056	980.05	980.042	980.035	980.029	980.029	980.038	980.053	980.064	980.069	980.068	980.063	980.056	980.049	980.044	980.044	980.052	980.075	980.163	979.916	979.909
10.1153	1000	980.482	980.467	980.453	980.439	980.427	980.417	980.408	980.402	980.399	980.399	980.402	980.406	980.407	980.406	980.403	980.396	980.389	980.381	980.376	980.376	980.385	980.399	980.411	980.416	980.415	980.41	980.403	980.396	980.391	980.391	980.398	980.422	980.509	980.262	980.255
10.7468	1000	980.829	980.814	980.799	980.786	980.774	980.764	980.755	980.748	980.745	980.746	980.749	980.752	980.754	980.753	980.749	980.743	980.736	980.728	980.723	980.723	980.732	980.746	980.758	980.763	980.762	980.757	980.75	980.743	980.738	980.737	980.745	980.768	980.856	980.609	980.602
11.3784	1000	981.176	981.161	981.146	981.133	981.121	981.111	981.102	981.095	981.092	981.093	981.096	981.099	981.101	981.1	981.096	981.09	981.083	981.075	981.07	981.07	981.079	981.093	981.105	981.11	981.109	981.104	981.097	981.09	981.085	981.084	981.092	981.115	981.203	980.956	980.949
12.01	1000	981.523	981.508	981.494	981.48	981.468	981.458	981.449	981.443	981.44	981.44	981.443	981.447	981.448	981.447	981.444	981.437	981.43	981.422	981.417	981.417	981.426	981.44	981.452	981.457	981.456	981.451	981.444	981.437	981.432	981.432	981.439	981.463	981.55	981.303	981.296
14.6169	1000	983.866	983.851	983.837	983.824	983.812	983.801	983.793	983.787	983.783	983.784	983.787	983.79	983.792	983.791	983.788	983.781	983.774	983.766	983.761	983.761	983.77	983.784	983.796	983.801	983.8	983.795	983.788	983.781	983.776	983.776	983.783	983.806	983.893	983.648	983.641
17.2238	1000	986.131	986.117	986.104	986.091	986.079	986.069	986.061	986.055	986.052	986.052	986.055	986.059	986.06	986.059	986.056	986.05	986.042	986.035	986.03	986.03	986.039	986.053	986.064	986.068	986.068	986.063	986.056	986.049	986.044	986.044	986.052	986.074	986.158	985.921	985.914
19.8307	1000	988.319	988.305	988.293	988.281	988.27	988.26	988.252	988.247	988.244	988.244	988.247	988.25	988.252	988.251	988.248	988.242	988.235	988.228	988.223	988.223	988.232	988.245	988.255	988.26	988.259	988.254	988.248	988.241	988.237	988.237	988.244	988.265	988.344	988.12	988.114
22.4376	1000	990.428	990.416	990.404	990.393	990.383	990.374	990.367	990.362	990.359	990.359	990.362	990.365	990.366	990.365	990.362	990.357	990.351	990.345	990.34	990.34	990.348	990.36	990.369	990.373	990.373	990.369	990.363	990.357	990.352	990.352	990.359	990.378	990.451	990.245	990.239
25.0445	1000	992.459	992.447	992.437	992.427	992.418	992.41	992.404	992.399	992.397	992.397	992.399	992.402	992.403	992.402	992.4	992.395	992.389	992.384	992.38	992.38	992.386	992.397	992.406	992.409	992.409	992.405	992.4	992.395	992.391	992.391	992.396	992.414	992.479	992.295	992.289
27.6514	1000	994.41	994.4	994.391	994.382	994.375	994.368	994.362	994.358	994.356	994.356	994.358	994.36	994.362	994.361	994.359	994.354	994.35	994.345	994.341	994.341	994.347	994.356	994.364	994.367	994.367	994.363	994.359	994.354	994.351	994.351	994.356	994.371	994.427	994.267	994.262
30.2583	1000	996.281	996.273	996.266	996.259	996.252	996.246	996.242	996.238	996.236	996.237	996.238	996.24	996.241	996.241	996.239	996.235	996.231	996.227	996.224	996.224	996.229	996.237	996.243	996.246	996.245	996.243	996.239	996.235	996.232	996.232	996.236	996.249	996.295	996.163	996.158
